id,pred
36,1.0279043
2157,0.5732837
9385,0.50671273
14434,1.0432047
9462,0.55934197
5773,0.87067914
11975,1.2807665
10047,1.0722015
9595,0.7841174
12085,1.1067276
10423,1.3435086
5353,0.6933355
1967,0.8803901
7192,0.48379612
13483,0.6494358
8158,1.0394305
1482,0.5074876
5833,1.2403753
5276,0.5152775
12541,1.054564
14694,0.6182961
11505,0.5917952
3948,0.34827846
12175,0.6937283
108,1.6782076
2520,1.2355704
11334,0.9695915
9535,0.8861151
9788,0.68192947
3217,0.773948
9102,0.84929734
8059,1.0771667
2340,0.86094266
5727,1.1960487
13074,1.1551515
13058,0.6045322
12524,0.9945888
13919,0.49453953
1135,0.76330024
2266,0.8638647
13837,0.5558524
312,1.1015564
5129,0.7882029
333,0.70435935
9710,0.5794566
4895,1.0362058
12948,0.67484766
9748,0.6733283
10713,1.104138
11130,0.65605414
7685,0.8544858
14382,1.1713506
1622,1.6396196
9747,0.70104235
6176,1.2693676
8001,1.0830908
3843,0.5913089
5369,0.6671832
4013,0.77508
7189,0.6897053
6627,0.61394966
1531,1.3238026
7872,1.0962311
7822,1.0640363
7939,0.58619696
11694,0.9580049
12404,1.2055845
11477,0.44376275
10036,0.42800122
8673,1.055409
13663,0.7014523
158,1.3542708
12270,0.92032033
4775,0.92010635
10732,0.7172439
12761,0.6181833
11443,1.0513259
14024,1.0284638
1456,0.82681125
15040,0.5196001
1777,0.86521465
5176,0.6025044
10217,0.7060609
14211,0.72640806
11805,1.0332868
1332,0.7791435
2539,0.89285105
12008,0.6200897
219,0.94813305
3415,0.49825358
9014,1.022851
2606,0.614906
3913,0.9284008
1811,1.0195966
500,0.6327265
14528,0.93482006
3045,0.58889735
4740,0.58485794
13532,1.5628366
5973,1.4985371
1524,0.83446527
6710,0.62082213
10824,0.9272863
2242,1.108756
13571,0.83555776
14078,1.3014745
14089,0.86897284
4511,0.47476745
14168,0.9370615
9406,0.73212034
513,1.3296603
3346,1.0620228
8857,0.60544467
2470,0.57109183
3497,1.010079
13452,0.6800615
5450,0.69287723
5340,0.34225154
10909,0.87506294
12419,1.0799004
1393,1.5354012
14390,1.0254024
2721,0.43133727
2093,1.045905
8024,0.47793555
8759,0.7184185
6275,0.52171
6465,0.4990314
4041,1.0738535
10700,0.9374154
11312,1.029167
5533,1.3357273
4905,1.128873
3094,1.189021
8732,0.5754038
13789,0.74826163
4064,1.0344257
7358,1.0343982
8580,1.4666624
926,1.5329968
13516,0.6374559
11615,0.9012047
1630,0.9066331
6996,0.46431592
3308,0.6621961
6713,1.0073284
9983,0.6686668
11869,1.0346019
8366,1.4892445
13751,0.87113065
1832,0.69141483
14756,0.65895855
10385,1.0363576
12411,0.9517043
8478,0.6557264
6267,0.46788222
11803,0.81722826
3744,1.0902865
10541,1.4071007
5642,1.3428518
12459,1.0649741
2660,0.698125
8975,1.2306583
193,0.591106
11779,1.1880347
5337,0.5040715
12817,0.76376873
6310,0.9451253
10836,1.1889544
9078,1.1748036
6272,1.0131499
14614,0.99167097
11290,0.6683957
9887,0.8273691
8737,0.90951085
12187,1.1370136
11445,0.7500357
4131,1.1089137
4753,0.69237906
4485,0.69237286
7134,1.7445668
7865,0.65224403
10276,0.647511
8160,0.98695636
466,0.83137083
10688,1.26607
14681,0.8127368
14860,0.667989
392,0.82088155
7028,1.0255257
13586,0.55493945
10890,0.8724859
3362,0.45467913
14593,0.6787427
3981,0.5871788
2860,0.7189448
11826,1.0539323
5633,1.2475487
5202,1.106231
7501,0.7254157
3597,0.785546
12210,0.95084023
2685,1.123552
881,0.6575536
11122,0.689532
490,0.91799194
2929,0.6730718
14696,0.6542004
11871,0.6901094
14934,0.6029805
10955,0.8097505
14962,1.6774437
10083,0.47762907
5673,0.8891848
83,1.0565792
7556,0.5392923
13273,0.9770433
10149,1.1828673
11095,1.0763597
1580,1.5898026
5083,1.2343959
6351,1.0120783
3331,0.7927808
12975,1.4364864
6704,1.6061507
1113,0.9245271
8619,0.9715027
11920,0.9673895
10263,0.9626426
13812,0.99801373
6065,0.6037575
11247,0.43970224
8377,1.5932758
2074,0.73045343
14723,0.8897143
7992,0.8125946
8808,1.0389695
2962,0.9955569
1657,0.74852985
13560,0.7601969
3021,1.5220398
9941,0.89601505
10034,0.7608313
9457,1.2440856
14097,1.5720364
13754,1.4335333
13772,0.9292888
4262,1.1091532
5189,1.2014306
5570,1.0109891
3436,0.8123373
928,0.63664967
1405,0.66420895
13207,0.55865353
15083,0.9626071
13003,0.88118273
4221,1.0121188
1499,1.0912397
8596,0.5771979
13164,0.64809865
1339,1.0149293
3959,0.9761302
2681,0.9838249
13815,0.89618605
5676,1.0460064
3574,0.874281
6393,0.7357666
10186,0.6747286
14989,0.77469677
3782,1.0402281
6459,0.7075946
9152,1.110256
11400,1.458596
2131,1.0977422
14297,0.5077298
406,1.052298
10708,1.3163903
13573,0.8560279
4878,1.2156154
6334,1.0319899
3429,1.1507608
260,0.75960964
13596,0.7667606
5822,0.6555319
3945,0.6856903
939,0.971924
10703,0.86872864
7089,0.61282086
3477,0.568993
10673,1.3846232
11878,0.75841945
12956,0.7621103
6104,1.0658371
11058,0.77579594
2223,0.6304552
3330,1.133957
13253,1.2777687
669,0.5156047
6371,0.52088296
14171,0.9036572
14413,0.82838386
13262,1.4346409
2615,0.8911168
995,0.9383388
10850,1.378
2851,0.53334975
1629,0.8574378
7835,0.86774015
2145,0.54204553
986,1.0487114
7306,0.5314341
11757,0.8188558
9695,1.4017433
5442,1.086529
2944,1.0513622
2100,1.0700213
13248,0.8597805
12555,1.161924
10544,0.9679544
1577,0.9314975
12799,1.1155581
11618,1.1422588
14678,1.0103981
3607,0.8388251
14227,1.3258041
14038,1.0279957
6453,0.60647637
9587,0.74197966
6649,0.944503
5279,0.763987
2998,1.0516108
13283,1.0105987
13485,0.6969339
9960,0.9899697
4168,0.287164
10669,0.56112
5304,0.78877443
2115,1.203403
2534,0.85592157
6361,1.2458507
9021,0.5188721
1002,1.1966537
12908,0.9379808
1009,0.9735901
3049,1.0866199
1081,0.7246922
6842,1.2070267
7592,0.88599527
4436,1.0726529
9583,1.0475236
4901,0.8802562
13597,0.49031797
12886,0.78265196
2940,1.0380807
1262,1.1958909
13643,0.5819764
7221,1.5675311
2768,0.9218324
416,1.3359076
9092,0.694766
10993,0.9249093
3779,0.64696884
9031,1.3480167
5602,1.0791906
8210,0.8462946
12432,1.1503252
8045,0.6983436
652,1.1356977
7640,1.1708696
3469,0.54518926
4263,0.6588469
2060,0.7382304
10832,0.7040526
4099,0.72578025
2118,0.55365115
3620,1.1126438
6287,0.98097163
5953,1.2357129
1879,0.8120802
118,1.7560716
10449,1.2380371
6664,0.491953
12362,0.74863213
8831,0.6027559
11933,0.81899244
14306,0.69196075
1653,0.8422498
6410,0.5997074
13620,0.7980575
9262,0.46869993
7256,0.39747268
11376,0.6478978
12251,1.0647987
14294,0.50221944
2346,0.74168485
6375,1.0700804
15042,1.0903741
9290,0.6202905
11836,0.5541031
9395,1.100071
1694,0.64767224
13773,0.86577004
1536,1.0742198
11644,0.8368289
12589,0.9157278
8241,1.0429676
4487,0.64651906
13077,1.1321024
3540,0.60040635
417,1.1164207
8370,0.56644285
6009,0.8032278
12075,1.3843685
2293,0.74829775
14000,0.81282306
12414,1.1424853
7895,0.8967704
13933,0.8027666
8150,0.98251146
1304,1.0965832
9083,0.77181536
512,0.6014548
11704,0.7983928
2654,0.900415
11397,0.43100086
12331,0.74975854
781,1.3233885
6279,0.41717654
10265,0.856452
14256,1.0320532
12685,1.0217534
4188,0.7364832
5834,0.94621986
10452,0.8022763
9558,0.6335588
7797,0.74944896
7456,0.8200226
3525,1.0007622
10770,1.099907
1710,0.66947013
10237,0.9897713
8931,0.8414698
6834,1.268108
4106,0.8376427
1621,1.6931864
7976,0.8943794
4182,1.2015235
3468,0.91557366
1859,1.6254059
9974,0.6384423
1472,0.992819
503,0.87741166
8557,0.9145545
7709,0.58162737
8346,1.2216655
33,0.782152
1398,1.1247013
7110,0.75321394
65,0.4236983
11861,1.053562
1955,0.6886328
2217,1.464037
11510,0.78002226
11828,0.577109
4745,0.6655745
6855,0.5765651
11488,1.3071156
13692,1.1987442
13746,0.8448348
3466,0.9525965
14025,0.83563584
1297,0.7820786
3480,0.4314151
13490,0.5157426
3825,0.7274642
5413,0.7912054
7601,0.7349523
5762,0.74425405
2240,1.0905765
12882,0.77332777
2881,0.608864
5908,0.5466303
2500,0.69071835
10338,0.4216057
1618,0.9059493
7037,1.0950618
1970,0.93981713
11792,1.8477702
85,0.81837946
13347,1.1846695
1157,0.8180761
9272,1.2079995
1308,0.49004173
13547,0.77193135
8200,0.85184103
12348,1.3617924
7279,0.8094781
5321,1.0053116
812,1.0276114
3137,1.1337149
11358,1.3213792
9148,0.70696133
1356,1.572198
2142,1.3214482
11678,0.5073403
13832,1.1223435
9463,0.83251065
5433,1.0255502
8934,0.88725585
4675,0.67943543
7297,0.853224
6468,0.6178367
135,1.2165494
6193,0.98500055
12757,1.1915346
11692,0.85690856
3993,0.7342771
11922,0.8344421
14379,1.240368
11226,0.7184667
3081,0.9098499
7046,1.0811615
10647,1.3711354
1365,0.8431348
8807,0.5865038
10717,0.6414537
14853,0.53987443
2595,0.7673357
5888,1.1821868
10656,1.7861663
10881,0.84802353
5891,0.6155404
6870,1.1684346
1752,1.2272938
4308,0.955587
7198,1.1122206
4124,1.3270363
6738,0.82600397
3386,0.9758928
4995,1.0430154
6544,0.8760647
3713,0.7773402
12947,0.8291066
11565,1.2053674
6914,1.289082
14904,1.0119158
12767,0.7931185
9940,0.6680121
4206,0.76670456
5229,0.8899693
9072,1.217961
6706,0.71235293
14369,0.8379989
8226,1.473931
3191,0.68846107
4864,0.74344814
7632,0.6990681
1045,1.0406018
10369,1.630649
3085,0.8971414
10882,0.70152223
11203,0.66905874
2601,1.5237247
12694,0.92527324
4438,1.1135097
4970,1.0311279
1089,1.2484062
1442,0.5462465
14516,1.1909797
13127,0.95267886
9360,1.2117063
14837,0.9846001
10666,1.0978714
12250,0.8119824
8965,0.7296335
6268,0.46412024
13817,0.8575439
14996,0.93348426
6867,0.63200265
13845,0.90256584
5082,0.7759349
4056,1.0373108
13161,1.0290116
550,0.56491077
14088,0.72879463
7290,1.0300007
2058,1.0183495
4868,0.5765583
11199,0.7786529
708,1.425243
15022,1.0938748
1573,0.8705893
13998,0.98072046
9820,0.63914144
7878,0.6672507
12884,0.7397689
3946,0.9144862
4059,0.7091841
8549,1.5530074
4657,0.9730469
4986,0.6867847
989,0.8030921
1092,1.0910016
3762,1.2105163
207,1.1450069
1899,0.83098114
11327,1.0164856
2103,1.0405277
6014,1.0846499
13656,0.8983038
2001,1.4342676
2465,0.70012516
12746,0.6364849
1191,1.1906832
10802,0.7819099
7085,0.7004339
12514,0.9037928
11278,1.0756395
11917,0.8623237
2964,0.4370783
4735,0.8178374
12015,0.75929487
9100,1.0702361
7111,0.9036728
13737,1.4344782
4783,1.0038551
12763,1.0453534
3279,0.93534595
1429,0.85632825
14921,1.3332568
6454,0.68413234
3461,0.7613465
2755,1.0638181
529,0.5851183
6081,0.92261106
1628,0.6697339
7967,1.1349236
1538,1.3860632
4826,0.876027
12962,0.98598325
9614,1.3142062
13424,0.695659
10929,1.1299361
7374,1.0660031
2170,0.8007264
3006,1.5618591
5007,0.67679775
8296,0.5137935
11212,1.0517937
4524,0.8143267
12430,0.7963794
9301,0.7745097
13251,0.7154599
14597,0.93415135
155,1.4631718
1318,1.0820688
13427,0.6198816
976,1.1237818
15051,0.762853
10405,0.87041956
8785,1.4389839
11713,0.92969227
8914,1.2234637
4858,1.4062968
7902,1.3186624
8529,0.72405183
3351,0.49843675
3841,0.7993456
12344,0.8230509
10107,0.7059523
6808,0.7835723
2369,0.7794272
9861,0.8072058
14699,1.0355327
3026,1.0155308
5956,1.16129
11449,0.7915719
14961,0.47586054
3887,1.1855419
6023,0.8876549
925,1.1337945
14040,1.2656275
13220,1.3099897
8323,0.7004368
11055,0.90308946
9520,0.5505727
10809,0.5747116
2879,0.9663902
4133,0.84607244
7247,0.5866176
14600,0.63429844
10218,1.646433
2099,0.8254719
9091,0.77041465
10607,0.7901185
14174,0.6859451
4005,0.90385526
11864,0.8270393
7564,0.58099365
7006,0.5993226
771,0.56308717
10546,1.6945579
8171,1.012455
7355,0.71031934
13184,0.472549
6378,0.8406101
1419,0.83420515
1908,0.63344723
9074,0.55225843
6783,1.1899943
12001,0.80212826
6577,0.91940224
4385,0.618137
7770,0.91138786
12074,1.3595303
1533,1.4128293
14534,0.70721775
11473,0.8938328
3725,1.0521414
11179,0.43138787
5859,0.51914674
643,0.87861925
14945,1.1795772
7040,1.2308275
10803,0.7469886
14964,0.7101659
5748,0.62397456
3056,0.85779375
11503,0.7985685
9594,0.8962137
13904,0.84735614
13265,1.0662268
14521,0.74877363
1311,1.1104298
9651,0.8440944
8147,1.1624838
7619,0.9920432
8417,1.0508914
5971,0.54345495
171,0.8970096
397,0.6488444
13134,1.3628054
9987,0.5407968
9161,0.97654337
13196,0.41343027
2650,0.9888924
1880,1.1085314
11388,1.1286142
9364,1.0338792
4643,1.5935262
5790,0.5689996
13708,1.0316805
7587,1.2547195
9955,0.95347583
14119,1.0142559
279,1.02757
1344,0.8754393
8288,0.79642457
8612,0.74951345
13534,0.7818429
2838,0.9142664
10512,1.4836634
10164,1.525018
3432,1.450059
4843,1.2613623
11395,0.8500991
2692,1.129306
3420,0.94828504
4452,1.1930665
7479,0.60237724
5259,0.7718775
4014,0.955591
14633,0.9128483
2672,0.7889859
8979,1.2035674
6443,0.9431816
14660,0.8613189
10256,0.77095157
13418,0.8284215
3401,0.55084187
5934,1.1622533
1961,0.7774957
2522,1.2660159
12129,1.05203
4398,0.93562204
9860,0.9807425
13173,0.5064435
4190,0.9114487
9303,1.1694121
10787,0.41893655
6451,1.0351869
1750,0.6624663
13126,1.2313104
7959,0.96251076
4184,0.7171706
10312,0.82016253
12537,1.3488945
11027,1.0116574
7826,0.8619232
7925,0.6007989
11847,1.074301
10628,1.5897712
7929,1.0193224
4586,1.1469743
4848,0.44332695
10967,1.3006903
12393,0.5852426
12114,0.8082703
634,0.5539402
13182,1.3871963
2096,0.8770439
5031,1.1544391
10311,0.7729408
35,0.9825018
6178,1.2628638
5222,1.6475426
8754,0.9675892
80,0.53995097
7194,0.29431856
1612,0.60491127
5398,1.2049711
13680,0.9276703
1292,0.7820002
9862,0.9590171
5846,0.908587
2604,1.2764124
14543,0.9880736
5267,0.9985693
27,0.7131154
50,0.8123508
3490,0.76156855
11538,1.4047959
10030,1.064962
8253,0.75388294
13241,0.7711974
6746,0.97961205
12108,0.8745695
10300,0.9043418
14834,0.42210928
11995,0.91393894
3260,1.11153
7534,1.4515772
5414,1.2212197
2541,0.9607221
9798,0.8670344
14915,0.94552094
1027,1.103259
1459,0.75356
13911,1.3340464
11225,0.6334034
4683,0.8104816
2817,0.6205963
3409,1.2878844
7990,0.9749722
14061,1.0570415
14203,0.46381274
8959,0.96951914
14087,0.85610914
10602,0.9465943
8322,0.9539046
5739,0.7173669
5390,0.8064388
14965,0.71402407
7581,0.9921116
13453,0.8643736
1056,0.8355074
5875,0.88795936
8291,0.7836424
11162,0.7663826
7837,0.6116995
3209,1.2196437
3051,1.2095373
10976,0.9603844
4736,1.1342475
10523,0.86682934
9563,0.55451983
7778,1.096689
829,0.96221274
10538,0.6266282
1744,0.7438889
2175,0.6392624
421,0.67300016
8751,1.3330317
14293,0.79914397
4909,0.7011803
13055,0.7153773
2232,0.7082605
965,0.54521686
10431,1.0316082
12914,0.40389273
5086,0.9650887
6573,1.1017652
7991,0.72532713
11860,1.2467394
2837,1.142696
2085,1.0115448
6563,0.72744066
3898,1.1254786
5765,1.035352
4645,0.5057843
2727,0.9542789
10558,0.7401404
14747,1.4335359
13554,1.2394363
14015,0.8327094
10834,0.7848706
9233,0.9013956
13893,0.978574
8830,0.8311791
2845,1.1762395
8949,0.9170379
6034,0.6968529
7338,0.80155647
6213,0.713869
11841,0.87458843
9560,0.94207835
6124,0.7476013
10208,0.43873757
8465,0.7541751
9892,0.9707007
11123,1.372442
5760,0.91520476
5008,1.1986372
10898,1.3397623
8153,1.0820607
10144,0.8960381
4759,0.77106243
737,1.5087367
12341,1.1294658
11594,1.1098672
8896,0.7776523
9030,0.8694023
4459,1.0025012
10202,0.7726702
6841,1.7218901
9532,1.3406966
10653,0.9708898
6724,0.9809559
2640,0.43987954
5751,0.91163146
12355,1.4244761
7948,0.65682805
8605,0.80082595
13236,0.87800914
9246,0.8425273
7245,0.7845207
12847,0.90001297
4662,0.8234714
1213,0.9934118
7284,1.1367614
2536,0.8382585
1407,0.99398947
5475,1.1896781
7482,0.6645918
8938,0.7126072
8911,0.7215447
6113,0.6346456
10046,0.70500535
14936,0.64217794
5266,1.0535539
